Narration,Label
NACH / AD_RTN_ BNKBFLF~02AUG24~2F2E91F~SME00 / 81285,ACH BOUNCED CHARGES
NACH__RTN-CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD / RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH / AD_RTN/CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH / AD_RTN-CHRG~IPRULI~15JUN24~77394D3~73221937 / 77818,ACH BOUNCED CHARGES
NACH_AD_CHRG~OF_RTN BNKBFLF~03JUL24~E82C515~SME00 / 44570,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 81151,ACH BOUNCED CHARGES
NACH_AD-RTN_CHRG~OF-BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH/AD_RTN BNKBFLF~02JUL24~1E02320~SME00 CHRG~OF,ACH BOUNCED CHARGES
NACH_AD RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 30985,ACH BOUNCED CHARGES
NACH-AD_RTN/CHRG~OF-BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD / RTN / CHRG~OF / BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_BNKBFLF~02JUL24~1E02320~SME00 CHRG~OF,ACH BOUNCED CHARGES
NACH_AD / CHRG~IPRULI~15JUN24~77394D3~73221937_RTN,ACH BOUNCED CHARGES
NACH_AD_ CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD / RTN / CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH-AD__CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 24880,ACH BOUNCED CHARGES
NACH_AD / CHRG~OF_RTN BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH-AD_RTN/CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH / AD_RTN_CHRG~OF,ACH BOUNCED CHARGES
NACH__RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH-AD_RTN-CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH/AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 14231,ACH BOUNCED CHARGES
NACH/AD_RTN CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
_AD_RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_CHRG~OF_RTN BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH-AD-RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH / AD_RTN_CHRG~OF/BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH/AD RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 82040,ACH BOUNCED CHARGES
-AD RTN / CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_ BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH-AD_RTN-CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH/AD_RTN_ / BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00 / 70022,ACH BOUNCED CHARGES
NACH_RTN_AD_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH/AD-RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD/RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN CHRG~OF/BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH AD_RTN/CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_ BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH AD_RTN/CHRG~OF/BNKBFLF~02AUG24~2F2E91F~SME00 / 86057,ACH BOUNCED CHARGES
NACH__RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD / RTN-CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 37850,ACH BOUNCED CHARGES
AD_NACH_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
-AD-RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
AD_NACH-RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD__CHRG~IPRULI~15JUN24~77394D3~73221937 / 84178,ACH BOUNCED CHARGES
NACH_AD_CHRG~OF / RTN BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN CHRG~OF,ACH BOUNCED CHARGES
_AD_RTN/CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD / RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD-RTN_CHRG~OF-BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD RTN_CHRG~OF-BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH AD/RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00 / 3149,ACH BOUNCED CHARGES
NACH AD_RTN_ BNKBFLF~02AUG24~B735E9A~ICIC7 / 31507,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 90781,ACH BOUNCED CHARGES
NACH/AD_RTN_BNKBFLF~03JUL24~E82C515~SME00 CHRG~OF,ACH BOUNCED CHARGES
NACH-_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH-AD / RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN/CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH / AD / RTN/CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH-AD_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH_AD-CHRG~OF_RTN BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH_RTN-AD_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
_AD_RTN CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 18312,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF /,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 3601,ACH BOUNCED CHARGES
/ AD_RTN-CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
AD_NACH_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 88579,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 96159,ACH BOUNCED CHARGES
NACH / AD-RTN-CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 47471,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 9254,ACH BOUNCED CHARGES
NACH-AD_RTN-CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
_AD_RTN/CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH AD_RTN_CHRG~OF / BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD RTN CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH / AD_RTN CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
_AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_ BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD_CHRG~OF / RTN BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH/AD / RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH AD-RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD-RTN / CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH _RTN/CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF/BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH/_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
AD_NACH_RTN CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD_RTN / BNKBFLF~02JUL24~1E02320~SME00 CHRG~OF,ACH BOUNCED CHARGES
NACH_AD_CHRG~OF / RTN BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH/AD_RTN_CHRG~OF/BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH/AD/RTN-CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH/AD_RTN-CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH_RTN / AD_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN/CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH/AD/RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH AD_RTN-CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_ BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH/AD_RTN_CHRG~OF/BNKBFLF~03JUL24~E82C515~SME00 / 45889,ACH BOUNCED CHARGES
NACH_AD/RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH-AD RTN-CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
_AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 35380,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF / BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_ BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD RTN / CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH/AD_RTN/CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH/AD_RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7 / 92843,ACH BOUNCED CHARGES
NACH-AD_RTN_BNKBFLF~02JUL24~06F5068~ICIC7 CHRG~OF,ACH BOUNCED CHARGES
_AD_RTN_CHRG~OF / BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD _CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_RTN_AD_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_BNKBFLF~02AUG24~2F2E91F~SME00 CHRG~OF / 64840,ACH BOUNCED CHARGES
NACH-AD__CHRG~OF BNKBFLF~02JUL24~1E02320~SME00 / 2437,ACH BOUNCED CHARGES
AD__RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF/BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 90309,ACH BOUNCED CHARGES
_AD RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD-RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD_/CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH / AD / RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD / RTN_CHRG~OF,ACH BOUNCED CHARGES
NACH_AD RTN/CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_ AD CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD RTN-CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD-RTN_CHRG~OF / BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_RTN_AD_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH / AD / RTN CHRG~OF / BNKBFLF~02JUL24~1E02320~SME00 / 46594,ACH BOUNCED CHARGES
NACH/AD_RTN / BNKBFLF~02AUG24~B735E9A~ICIC7 CHRG~OF,ACH BOUNCED CHARGES
NACH/AD / RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH / AD / RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
_AD_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00 / 30513,ACH BOUNCED CHARGES
NACH-_RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_BNKBFLF~02JUL24~06F5068~ICIC7 CHRG~OF,ACH BOUNCED CHARGES
NACH-AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 36049,ACH BOUNCED CHARGES
NACH-AD RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH / AD/RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH / AD_RTN CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN CHRG~OF-BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_RTN / AD_ BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
_AD_RTN/CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH / AD_RTN/CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_ RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
AD_RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH AD_RTN_ BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD__RTN,ACH BOUNCED CHARGES
NACH_AD_-CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN / CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7 / 30486,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF / 67170,ACH BOUNCED CHARGES
NACH_AD CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH AD_RTN / CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF-BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 80920,ACH BOUNCED CHARGES
NACH__RTN-CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN-BNKBFLF~03JUL24~4270263~ICIC7 CHRG~OF,ACH BOUNCED CHARGES
NACH / AD_CHRG~OF / RTN BNKBFLF~02JUL24~1E02320~SME00 / 55803,ACH BOUNCED CHARGES
NACH / AD_RTN/CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD RTN_CHRG~OF/BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH AD__CHRG~OF / BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 54406,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 42647,ACH BOUNCED CHARGES
NACH_AD_CHRG~OF_RTN BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD_ / CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD/RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00 / 52318,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 56428,ACH BOUNCED CHARGES
NACH_AD_RTN_BNKBFLF~03JUL24~E82C515~SME00 CHRG~OF,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00 / 9013,ACH BOUNCED CHARGES
NACH_ / RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00 / 75432,ACH BOUNCED CHARGES
NACH_RTN_AD_ BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH / AD-RTN_BNKBFLF~03JUL24~E82C515~SME00 CHRG~OF,ACH BOUNCED CHARGES
_AD-RTN_CHRG~OF / BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH-AD/RTN / CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_RTN/AD_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD RTN CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD / RTN / CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH / AD_CHRG~OF_RTN BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD-RTN / CHRG~OF / 45661,ACH BOUNCED CHARGES
AD_NACH_RTN/CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 64977,ACH BOUNCED CHARGES
NACH AD/CHRG~IPRULI~15JUN24~77394D3~73221937_RTN,ACH BOUNCED CHARGES
_AD_RTN CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_BNKBFLF~02JUL24~06F5068~ICIC7-CHRG~OF,ACH BOUNCED CHARGES
AD / NACH RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD/RTN_CHRG~OF-BNKBFLF~03JUL24~E82C515~SME00 / 50964,ACH BOUNCED CHARGES
NACH / AD_RTN_CHRG~OF-BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
AD_NACH_RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
/AD_RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
AD / NACH_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH AD / RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 90293,ACH BOUNCED CHARGES
NACH_AD-CHRG~OF_RTN BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD/RTN_ / BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH-AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 1862,ACH BOUNCED CHARGES
NACH_AD_CHRG~OF / RTN BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD / RTN_CHRG~OF-BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
_AD_CHRG~OF / RTN BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH/AD_RTN CHRG~OF / BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH / AD / RTN_CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_BNKBFLF~02AUG24~B735E9A~ICIC7 CHRG~OF / 37181,ACH BOUNCED CHARGES
NACH _RTN/CHRG~OF-BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN / CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00 / 77389,ACH BOUNCED CHARGES
NACH_AD/RTN_ BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
_AD_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00 / 73923,ACH BOUNCED CHARGES
NACH__RTN / CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
_NACH_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
AD_NACH_RTN CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH / AD_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 40707,ACH BOUNCED CHARGES
NACH_AD_RTN / CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7 / 97687,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF/BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN-CHRG~OF-BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH-AD_RTN/CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00 / 42106,ACH BOUNCED CHARGES
NACH/AD_RTN_CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7 / 24863,ACH BOUNCED CHARGES
NACH_AD__CHRG~OF BNKBFLF~02JUL24~1E02320~SME00 / 66626,ACH BOUNCED CHARGES
NACH_AD RTN_ BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH-AD/RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH / AD RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH / AD_RTN_ BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH_RTN_AD_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH/AD RTN-CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH_AD-RTN / CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~03JUL24~E82C515~SME00 / 95420,ACH BOUNCED CHARGES
NACH / AD__CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 48646,ACH BOUNCED CHARGES
NACH-AD/RTN_CHRG~OF/BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
AD_NACH_RTN_CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7 / 63381,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 43695,ACH BOUNCED CHARGES
NACH__RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00 / 56395,ACH BOUNCED CHARGES
NACH_RTN_AD-CHRG~OF BNKBFLF~02JUL24~06F5068~ICIC7,ACH BOUNCED CHARGES
NACH_AD / RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00 / 87207,ACH BOUNCED CHARGES
NACH_AD _CHRG~OF BNKBFLF~03JUL24~4270263~ICIC7,ACH BOUNCED CHARGES
NACH AD_RTN/BNKBFLF~02JUL24~1E02320~SME00/CHRG~OF,ACH BOUNCED CHARGES
NACH-AD__CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH-AD_RTN/CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
_AD_RTN/CHRG~OF BNKBFLF~02AUG24~B735E9A~ICIC7,ACH BOUNCED CHARGES
_AD_RTN CHRG~OF BNKBFLF~03JUL24~E82C515~SME00,ACH BOUNCED CHARGES
NACH_AD_RTN_ CHRG~OF,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~OF BNKBFLF~02AUG24~2F2E91F~SME00 / 10096,ACH BOUNCED CHARGES
NACH_AD_RTN_ / 1633,ACH BOUNCED CHARGES
NACH_AD_RTN_CHRG~IPRULI~15JUN24~77394D3~73221937 / 90408,ACH BOUNCED CHARGES
NACH_RTN AD-CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
NACH_-RTN_CHRG~IPRULI~15JUN24~77394D3~73221937,ACH BOUNCED CHARGES
NACH/AD_RTN_CHRG~OF,ACH BOUNCED CHARGES
NACH_AD_RTN/CHRG~IPRULI~15JUN24~77394D3~73221937 / 34347,ACH BOUNCED CHARGES
NACH / AD-RTN_CHRG~OF BNKBFLF~02JUL24~1E02320~SME00,ACH BOUNCED CHARGES
